"<span class=thead>Предмет</span>";"<span class=thead>Задание на 3-7 марта</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Физ.практикум ";"не предвидится покамест"
"Русский ";"готовить материал к следующей теме - ""Война. Патриотизм"""
"Химия ";"Таблица по характеристике элементов группы Карбона<br />и таблица по физическим свойствам Карбона из методички"
"Английский ";"SBP.18 слова"
"Физика ";"Мякишев § 58, 59, Рымкевич № 808, 809, Гельфгат № 11.5-11.7"
"Алгебра ";"ксерокс № 168, 171, 173, 174, 177"
"Геометрия ";"учебник дописать доказательство № 478, а также № 472, 484"
"Всемирная история";"законспектировать о правительстве Народного фронта во Франции; готовиться к работе по Германии и Италии"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Укр. яз.";"с. 158-159, составить тезисы к тексту (одному из двух), определить тему и основную мысль, если есть незнакомые слова, то найти их значение."
"Мировая литература";"готовиться к тесту по роману ""Анна Каренина"""
"Физика ";"Рымкевич № 790, 791(1я строка), 811, 813, 815"
"История Украины";"§ 20-22; законспектировать основные события войны ЗУНР с Польшей; законспектировать о событиях в Северной Буковине и Закарпатье"
"Информатика (1)";"как всегда"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Алгебра ";"ксерокс № 9(а,б); учебник с. 149 № 5, 12-14 "
"География ";"готовить презентации далее по плану"
"Химия ";"написать 8 реакций получения СО2, № 18.1, 18.2, 18.23 (+ любые 3 задачи 2 уровня для желающих исправить неуд. оценку)"
"Физика ";"<b><i>готовиться к контрольной!</i></b><br />Гельфгат № 10.21, 11.6, 11.15, 11.6, 11.31"
"Информатика (2)";"традиционно "
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Геометрия ";"учебник № 485; Мерзляк (""лесенки"") с. 95 № 291,292"
"Защита Отечества";"ничего "
"Укр. лит.";"работать с текстом ""Камінний хрест"" Стефаника"
"Биология ";"тоже как всегда"
"Алгебра ";"Нелин (учебник) с. 149 № 6, 8, 10; ксерокс № 9в,г"
"Физика ";"не задано (была контрольная)"
"Инф.технологии ";"делайте задание, и да поможет вам то, во что веруете вы."
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Физ-ра ";"как обычно"
"Экономика ";"готовиться к контрольной"
"Биология ";" "
"Худ.культура ";"готовить следующую тему"
"<b>КОНЦЕРТ</b>";"<b>Праздничный концерт, чего уж там.</b>"
