"<span class=thead>Предмет</span>";"<span class=thead>Задание на 15--19 декабря 2014</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Алгебра ";" "
"Геометрия ";" "
"Укр. лит.";" "
"Химия ";" "
"Физика ";" "
"Астрономия ";"готовить к сдаче рефераты,учить конспект"
"Русский ";"не задано"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Всемирная история";" "
"Мировая литература";" "
"Физика ";" "
"Английский ";" "
"Химия ";" "
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Биология ";" "
"История Украины";" "
"Алгебра ";" "
"Инф. технологии";"не будет"
"Информатика ";"готовиться к контрольной работе"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Физика ";" "
"Алгебра ";" "
"Биология ";"готовиться к диктанту по всему пройденному материалу; сдать зеленые тетради"
"Укр. язык";"не задано"
"Геометрия ";" "
"Физический практикум";"готовиться к сдаче лабораторных работ (2 группа)"
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Физика ";" "
"Основы экономики";"готовиться к контрольной работе"
"Укр.лит. ";" "
"Защита Отечества";" "
"Английский ";" "
