"<span class=thead>Предмет</span>";"<span class=thead>Задание на 17-21 марта</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Физ.практикум ";"не будет"
"Русский ";"готовиться писать сочинение по теме ""Война. Патриотизм"""
"Химия ";"не задано (была практическая)"
"Английский ";"SBP. 18-19, SBP. 109 (miniworkbook), WBP. 14-15"
"Физика ";"подготовиться к тесту - вот <a href='http://www.rl.odessa.ua/_For_Lyceistu/Physics/ForDPA/Test_DC.pdf'>он сам</a> и вот <a href='http://www.rl.odessa.ua/_For_Lyceistu/Physics/ForDPA/PhysForDPA.pdf'>сборник, откуда он взят</a> (с. 38-41)"
"Алгебра ";"домашняя самостоятельная работа (на том листике ПР№2 № 1-4, 6 (с изменениями: вместо исходного уравнения 2x<sup>3</sup>-6x<sup>2</sup>-15x+1=0 и, помимо всех остальных заданий, найти x<sub>1</sub><sup>3</sup>+x<sub>2</sub><sup>3</sup>+x<sub>3</sub><sup>3</sup>), 7, 9, 10, 15(в,г,д))."
"Геометрия ";"учебник № 489, 490; Мерзляк (""лесенки"") с. 96 № 295, 298"
"Всемирная история";"Проявления мирового экономического кризиса в Великобритании"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Укр. лит.";"бути готовими відповісти на питання (усно, на уроці) за драмою-феєрією Л.Українки ""Лісова пісня"":<ol><li>Як через образ Мавки передається мрія про ідеальну людину і утверджується думка, що людина - творець краси?</li><li>Які проблеми розкриває письменниця через образ Лукаша?</li><li>Як Леся висвітлює у образах матері Лукаша та Килини духовне зубожіння і дисгармонію з природою?</li><li>Як у творі розкриті проблеми взаємодії людини і природи?</li></ol>"
"Мировая литература";"готовить разборы лирики Оскара Уайлда и связанные с ним темы, кому было дано такое спецзадание"
"Физика ";"не задано (был тест)"
"Всемирная история";"конспектировать Францию (гос. устройство, политика, экономика и т.д.); готовиться к работе по Великобритании и Франции"
"Информатика (1)";"готовиться к контрольной по теме 11 (подпрограммы: процедуры и функции)"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Алгебра ";"закончить разложение на элементарные дроби <div style='display:inline-block;text-align:center'>5x-3<hr color='#000000' />3x<sup>3</sup>-4x<sup>2</sup>-5x+2</div>; разложить самостоятельно <div style='display:inline-block;text-align:center'>4<hr color='#000000' />4x<sup>2</sup>-1</div> и <div style='display:inline-block;text-align:center'>1<hr color='#000000' />x<sup>2</sup>+5x+6</div><br />ксерокс № 197, 198(а,б), 203, 204, 10(который под 204)"
"География ";"готовить презентации далее по плану"
"Химия ";"методичка § 38, после него № 4 и 5б, Березан № 18.31"
"Физика ";"Рымкевич № 799, 802(1), 804(3); Гельфгат № 11.24, 11.25<br />подготовиться к лабораторной работе (законспектировать тему, цель, оборудование и краткую теорию) по <a href='http://www.rl.odessa.ua/_For_Lyceistu/Physics/Labs_10F/EMF_&_r.pdf'>инструкции</a>"
"Информатика (2)";"готовиться к контрольной по теме 11 (подпрограммы: процедуры и функции)"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Геометрия ";"законспектировать и выучить свойства перпендикулярных плоскостей (учебник с. 160), там же № 508."
"Защита Отечества";"нет задания"
"Укр. лит.";"все то же, что и на прошлый урок"
"Укр. яз.";"не задано (была самостоятельная)"
"Биология ";"понимать решение биологических задач"
"Физика ";" "
"Инф.технологии ";"делать задания по учебнику"
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Физ-ра ";"не задано (на прошлой неделе вовсе отменена была)"
"Экономика ";"последний день для досдачи долгов в этой теме!"
"Биология ";" "
"Худ.культура ";"готовить уроки далее по плану"
"Алгебра ";" "
"Английский ";"SBP. 18-19, SBP. 109 (miniworkbook), WBP. 14-15"
