"<span class=thead>Предмет</span>";"<span class=thead>Задание на 16-20 сентября</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Физ.практикум	 ";"пока всего лишь урок физики"
"Право	 ";"параграф 1, готовиться к традиционному устному опросу"
"Химия	 ";"заполнить таблицу, розданную на уроке;<br /> учебник пар. 1,2 и № 2, 10 (дорешать)"
"Английский	 ";"SBP. 78-79 #4-8"
"Физика	 ";"Гельфгат №3.20, Рымкевич №475, 476, 485, 486"
"Алгебра	 ";"Мерзляк в.3 № 70-76(нечетные)"
"Геометрия	 ";"Мерзляк (""лесенки"") с. 66 № 60, 61, 67, 77"
"Русский	 ";"найти украинские аналоги пословицам, записанным в классе (а не перевести дословно!)"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Украинский	 ";"нет ДЗ"
"Мировая литература	";"написать структуру ""Человеческой комедии"" Бальзака, читать и принести ""Гобсек"""
"Физика	 ";"конспект;<br />Кирик с. 10-11 № 6с, 1,4д, 4,5в<br />скачать <a href='http://www.rl.odessa.ua/_For_Lyceistu/Physics/Savchenko%20O.Ja.,%20Vorobiev%20I.I.,%20i%20dr.%20Zadachi%20po%20fizike%20%282e%20izd.,%20Nauka,%201988%29%28416s%29.djvu'>Савченко</a>, кто этого еще не сделал"
"История Украины	";"написать особенности развития сельского хозяйства в начале XX в. на украинских землях, входивших в состав Российской империи"
"Всемирная история	";"написать особенности экономического развития США, Британии, Франции, Германии, России и Австро-Венгрии по материалам пар. 3,4 (белый, более новый учебник)"
"Информатика (1)	";"готовиться по теории, делать задания, кто не успевает"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Алгебра	 ";"Мерзляк с. 86 № 42(1-4), 77, 79, 78(1-4), 80(1-4)"
"География	 ";"читать о гос. устройстве и классификации стран мира"
"Химия	 ";"учебник № 15-22, всем знать историю спичек"
"Физика	 ";"Кирик с. 10 № 1в, Рымкевич № 487, Савченко №5.2.4, задание по второму графику на листике"
"Информатика (2)	";"готовиться по теории, делать задания, кто не успевает"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Геометрия	 ";"учебник № 23, 32, 37"
"Допризывная подг. юношей";"уразуметь конспект"
"Воен.-мед. подготовка";"видимо, то же самое"
"Укр. лит.";"нет ДЗ, однако урок будет"
"Биология	 ";"параграф 1, готовиться к возможному диктанту"
"Физика	 ";"конспект; Мякишев пар. 13<br />Кирик-10 № 3,5,6 с, 1,2 д"
"Инф.технологии	 ";"кто не успевает в классе - работать дома."
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Физ-ра	 ";"формально ничего"
"Биология	 ";" "
"Экономика	 ";"делать конспект <a href='https://www.dropbox.com/s/yfylomvg46agxmg/teoria.doc'>по материалам</a>"
"География	 ";"параграф 6"
"Алгебра	 ";"учебник с. 180 № 10(1,2), 12, 14, 16"
"Английский	 ";"не будет"
