"<span class=thead>Предмет</span>";"<span class=thead>Задание на 27-30 апреля 2015</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Физика ";"конспект; Гельфгат № 12.19, 12.21, 12.22, 12.25, 12.26"
"Экология ";"не задано"
"Укр. лит.";"досдавать долги"
"Химия ";"готовиться к контрольной работе"
"Алгебра ";"не задано"
"Геометрия ";"не задано"
"Русский язык";"не задано"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Человек и мир";"выписать определения терминов: этнос, этногенез, нация, энтоконфессиональная общность, кто этого ещё не сделал"
"Всемирная История";"&sect; 25, 26, готовиться к контрольной работе"
"Физкультура ";"держать форму"
"Химия ";" "
"Английский ";" "
"Мир.лит. ";"ответить на вопросы по онлайн-уроку на двойном листике"
"Физика ";" "
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Биология ";"не задано"
"История Украины";"не задано"
"Алгебра ";" "
"Информатика ";"не задано"
"Инф. технологии";"делать задания далее по плану"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Физика ";" "
"Алгебра ";" "
"Биология ";" "
"Укр. язык";"досдавать долги"
"Геометрия ";" "
"Физический практикум";"готовиться к выполнению работ"
