"<span class=thead>Предмет</span>";"<span class=thead>Задание на 20-22 апреля 2015</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Физика ";"конспект; Гончаренко § 82; Гельфгат № 12.8, 12.9, 12.12, 12.28, 12.29"
"Экология ";"читать конспект"
"Укр. лит.";"сдавать долги"
"Химия ";"подготовится к практической работе (учебник с. 227-230, № 276-278)"
"Алгебра ";"не задано"
"Геометрия ";"учебник № 800, 803,выучить формулы объема и площади,по ним будет самостоятельная"
"Русский язык";"подготовиться к диктанту,привести в порядок тетради"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Человек и мир";"не задано"
"Всемирная история";"читать про Индию и Китай, готовиться к контрольной по Японии, Китаю и Индии"
"Физкультура ";"не задано"
"Химия ";"не задано"
"Английский ";"SBP. 77 do, 78 prepare, WBP. 78-79"
"Мир.лит. ";"сделать задание на двойных листочках"
"Физика ";"Конспект; Гончаренко §84-86, Гельфгат-11 №12.34-12.36, 12.41, 12.42"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Биология ";"читать конспект"
"История Украины";"написать основные международные организации, в которых участвовала или участвует Украина"
"Алгебра ";"не задано"
"Информатика ";"не будет"
"Инф. технологии";"делать задания далее по плану"
