"<span class=thead>Предмет</span>";"<span class=thead>Задание на 14-17 апреля 2015</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Физика ";" "
"Экология ";" "
"Укр. лит.";" "
"Химия ";" "
"Алгебра ";" "
"Геометрия ";" "
"Русский язык";" "
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Человек и мир";"готовиться к контрольной работе (социум, социальная мобильность, теория социальной стратификации, политические режимы)"
"Всемирная История+История Украины";"готовиться к контрольной по теме ""Перестройка"";"
"Физкультура ";"не задано"
"Химия ";" "
"Английский ";" "
"Мир.лит. ";" "
"Физика ";" "
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Биология ";"читать конспект"
"История Украины";" "
"Алгебра ";" "
"Информатика ";"не будет"
"Инф. технологии";"сделать 5 и 6 презентации"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Физика ";" "
"Алгебра ";" "
"Биология ";"читать конспект"
"Украинский язык";"написати відгук"
"Геометрия ";" "
"Физический практикум";" "
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Алгебра ";" "
"Художественная культура";" готовить доклады"
"Основы экономики";" готовить доклады и присылать на электронную почту"
"Укр.лит. ";" "
"Защита Отечества";" "
"Физика ";" "
"Английский ";" "
