"<span class=thead>Предмет</span>";"<span class=thead>Задание на 3-7 ноября 2014</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Алгебра ";"учебник №16.39, 16.28, 16.49, 16.54"
"Геометрия ";"учебник №400, 401"
"Укр. лит.";"законспектувати біографію Підмогильного"
"Химия ";"§9 №69-78; повторить §4 с.30-31"
"Физика ";"конспект; Гончаренко § 27; Рымкевич №960, 961, 965, 968-971"
"Астрономия ";"конспект "
"Русский ";"повторить однородные члены предложения: учебник упр. 101, 102"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"История Украины";"Каганович, ""ждановщина"" и научные достижения конспектировать"
"Мировая литература";"читать и готовиться обсуждать роман ""Мастер и Маргарита"""
"Физика ";"Гельфгат-11 №5.13,5.17-5.20"
"Английский ";"SBP. 36-37 сделать всё, SBP. 114-115 все, WBP. 34-35"
"Химия ";" §10; Записати фізичні властивості алкенів;№82(письмово);№79-81(усно)"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Биология ";"написать скрещивание разноцветных попугаев и кроликов"
"Всемирная история";"Конспектировать: Внутренняя политика США во II половине 20-го века;Война в корее;Война во Вьетнаме"
"Алгебра ";" №17.10,17.12"
"Инф. технологии";"не будет"
"Информатика ";"делать программы далее по плану"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Физика ";" конспект;Гончаренко §28;Гельфгат-11№4.40,4.44,5.22,5.24,5.27"
"Алгебра ";" №17.16,17.18,17.20,17.22"
"Биология ";" написать скрещивание разноцветных попугаев и кроликов"
"Укр. язык";" вправа №105"
"Геометрия ";" Подготовиться к самостоятельной работе по теории;№395,403"
"Физический практикум";"готовиться к сдаче лабораторных работ (первая группа)"
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Физика ";" Гельфгат № 5.23, 5.26, 5.29, 5.31, 5.32"
"Основы экономики";" "
"Укр. лит.";" разбор женских персонажей романа ""Місто"" ?"
"Защита Отечества";" "
"Английский ";" W.B. p 36-37"
