<span class=thead>Предмет</span>;<span class=thead>Задание на 14-17 апреля 2015</span>
<span class=ttl1>ВТОРНИК</span>;<hr />
Человек и мир;готовиться к контрольной работе (социум, социальная мобильность, теория социальной стратификации, политические режимы)
История Украины;"готовиться к контрольной по теме ""Перестройка"""
Всемирная история;конспектировать либерализацию Китая
Геометрия ;Учебник № 735, 760
Химия ;"&sect; 31, дописать цепочку превращений, начатую в классе, № 268, 269, 271, 272"
Английский ;prepare SBP. 74-75
Мир.лит. ;"читать Камю ""Посторонний"""
Физика ;"Гончаренко &sect; 80, Гельфгат № 14.26-14.31"
<span class=ttl1>СРЕДА</span>;<hr />
Биология ;читать конспект
История Украины;
Алгебра ;учебник № 30.26, 31.11, 31.14, 32.12, 32.13, 33.5
Информатика ;не будет
Инф. технологии;сделать 5 и 6 презентации
<span class=ttl1>ЧЕТВЕРГ</span>;<hr />
Физика ; 
Алгебра ; 
Биология ;читать конспект
Украинский язык;написати відгук на телепередачу
Геометрия ; 
Физический практикум;готовиться к выполнению или сдаче работ
<span class=ttl1>ПЯТНИЦА</span>;<hr />
Алгебра ; 
Художественная культура;готовить доклады
Основы экономики;готовить доклады и присылать на электронную почту
Укр.лит. ;готувати біографію та твори Григора Тютюнника
Защита Отечества;не задано
Физика ; 
Английский ; 
