"<span class=thead>Предмет</span>";"<span class=thead>Задание на 2-6 декабря</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Физ.практикум ";"готовим теорию"
"Право ";"пар. 12"
"Химия ";"с 21-25, Березан №15.12;15.21;15.30;15.39  "
"Английский ";"c 94-95(SB),c 102(WB)  "
"Физика ";"Кирик с. 69 №2,4(в);<br />Гельфгат №6.34,6.36,6.38;<br />подготовиться к контрольной (свойства паров)"
"Алгебра ";"группа'Б',графики и свойства функций(sinx,cosx,tgx,ctgx);c 58-60;готовиться к зачету по формулам "
"Геометрия ";"с 72(переписать опорную задачу), №217,221  "
"Русский ";"-н-,-нн- в суффиксах прилагательных и причастий,словарный диктант(24 словосочетания)   "
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Украинская литература";"Старицкий ""Облога Буши"""
"Мировая литература";"Достоевский: характеристика Раскольникова по его статье"
"Физика ";"не задано (была КР)"
"История Украины";"не задано"
"Всемирная история";"читать про Вашингтонскую конференцию"
"Информатика (1)";"отдохновенье тем, кто сделал все ужо"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Алгебра ";"учебник с. 278 №6(1,2)-9(1,2)   "
"География ";"готовить презентации, кому надо"
"Химия ";"Не задано, ибо был мониторинг"
"Физика ";"конспект; Ландсберг пар. 248-251 (том 1)<br />(у кого нет первого тома ""Элементарного учебника физики"" - обязательно <a href='http://www.rl.odessa.ua/_For_Lyceistu/Physics/Landsberg%20G.S.%20Elementarnyj%20uchebnik%20fiziki.%20T.%201.%20Mexanika.%20Teplota.%20Molekulyarnaya%20fizika%20%282004%29.djvu'>скачать</a>)"
"Информатика (2)";"кто все сделал, может спокойно жить"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Геометрия ";"Мерзляк (""лесенки"") с. 81 № 158-160 (в №158 найти периметр и площадь сечения)"
"Защита Отечества";"вообще чортъ разберетъ, что делать есмь надобно"
"Воен.-мед. ";"симметрично "
"Укр. лит.";"биография Франко"
"Биология ";"конспект  "
"Физика ";"Рымкевич № 573, 575, 576(строка 5); Гельфгат № 5.45, 5.47, 5.51"
"Инф.технологии ";"отдавайте долги, прежде чем поздно будет"
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Физ-ра ";"формально ничего не задают"
"Биология ";"   "
"Экономика ";"привести в порядок конспект"
"География ";"   "
"Алгебра ";"   "
"Английский ";"SBP. 95, SBP. 122 #3,4; WBP.102-103"
