"<span class=thead>Предмет</span>";"<span class=thead>Задание на 16-20 марта 2015</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Физика ";"Гельфгат № 10.9, 10.16, 10.19, 10.21, 10.25"
"Экология ";"до конца марта сдать работу, в которой охарактеризовать виды охраняемых территорий в Украине (заказник, заповедник, национальный парк), 10 видов растений и животных и 5 видов насекомых из Красной книги"
"Укр. лит.";"готовить творчество Лины Костенко, сдавать стихи"
"Химия ";"учебник §26 №214, 226"
"Алгебра ";"учебник № 27.2, 26.16, 26.18, 26.24, 26.26"
"Геометрия ";"ДСР "
"Русский язык";"написать сочинение по типу ЗНО (учебник упр. 92)"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Человек и мир";"выписать определения: класс (общества), сословие, каста, социальная прослойка"
"Всемирная История";"конспектировать схематическую карту Югославии до распада, события войны в Югославии, Дейтонские соглашения"
"Физкультура ";"не задано"
"Химия ";" "
"Английский ";"SBp. 67 text ""Sonya Thomas"" retell, WBp. 70-71"
"Мир.лит. ";"прочитать Бертольд Брехт ""Жизнь Галилея"""
"Физика ";" "
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Биология ";"до конца марта сдать работу, в которой охарактеризовать виды охраняемых территорий в Украине (заказник, заповедник, национальный парк), 10 видов растений и животных и 5 видов насекомых из Красной книги"
"История Украины";"конспектировать распределение власти в независимой Украине"
"Алгебра ";" "
"Информатика ";"делать программы далее по плану"
"Инф. технологии";"не задано"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Физика ";" "
"Алгебра ";" "
"Биология ";" "
"Укр. язык";" "
"Геометрия ";" "
"Физический практикум";"готовиться к сдаче работ (первая группа)"
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Алгебра ";" "
"Художественная культура";"готовить доклады"
"Основы экономики";"дорешать задачу, записанную в классе"
"Укр.лит. ";" "
"Защита Отечества";"не задано"
"Физика ";" "
"Английский ";" "
