"<span class=thead>Предмет</span>";"<span class=thead>Задание на 3-7 ноября 2014</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Алгебра ";"учебник №16.39, 16.28, 16.49, 16.54"
"Геометрия ";"учебник №400, 401"
"Укр. лит.";"законспектувати біографію Підмогильного"
"Химия ";"§9 №69-78; повторить §4 с.130-131"
"Физика ";"конспект; Гончаренко § 27; Рымкевич №960, 961, 965, 968-971"
"Астрономия ";"конспект "
"Русский ";"повторить однородные члены предложения: учебник упр. 101, 102"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"История Украины";"Каганович, ""ждановщина"" и научные достижения конспектировать"
"Мировая литература";"читать и готовиться обсуждать роман ""Мастер и Маргарита"""
"Физика ";" "
"Английский ";"SBP. 36-37 сделать всё, SBP. 114-115 все, WBP. 34-35"
"Химия ";" "
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Биология ";"написать скрещивание разноцветных попугаев и кроликов"
"Всемирная история";" "
"Алгебра ";" "
"Инф. технологии";"не будет"
"Информатика ";"готовиться к контрольной работе"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Физика ";" "
"Алгебра ";" "
"Биология ";" "
"Укр. язык";" "
"Геометрия ";" "
"Физический практикум";"готовиться к сдаче лабораторных работ (первая группа)"
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Физика ";" "
"Основы экономики";" "
"Укр. лит.";" "
"Защита Отечества";" "
"Английский ";" "
