"<span class=thead>Предмет</span>";"<span class=thead>Задание на 21-25 октября</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Физ.практикум ";"отдельного задания нет"
"Право ";"не задано (была КР)"
"Химия ";"не задано (была ПР)"
"Английский ";"SBP.85 #8,9 and write #10; SBP. 120-121 #1-3,6; WBP.92-93"
"Физика ";"Кирик с. 51 № 6в, с. 52 № 5д, с. 53 № 7,8д, 3в"
"Алгебра ";"учебник с. 283 № 1(3,5,6), 2(2,4), 4, 5"
"Геометрия ";"опорная задача, которую писали в классе (кто не понял - она в учебнике на с.53)<br />уч. № 130, 135, 139 и готовиться к саамостоятельной"
"Русский ";"закончить словообразовательный разбор слов, которые писали в классе (вот они: добежать, десантник, сотрудник, бездомный, уцелеть, лесовоз, охотничий, бездорожье, сверхмощный, столовая, перелет, издалека, быстро, по-новому, книголюб, землепашец, просмотр, ООН, старпом, красноречие)<br />и разбор выделенных слов в словосочетаниях: <b><i>необыкновенный</i></b> язык, <b><i>переходы</i></b> звуков, <b><i>обогащаться</i></b> <b><i>ежеминутно</i></b>, <b><i>церковно-библейский</i></b> язык, имел <b><i>возможность</i></b>, <b><i>непонятливый</i></b> человек"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Украинский ";"впр. 35, 42 устно"
"Мировая литература";"выписать определение термина ""внутренний монолог"" и, как всегда, готовиться быть в теме на уроке"
"Физика ";"конспект; Мякишев пар. 29,30;<br />Рымкевич № 649, 650, 653, 656, 659;<br />готовиться к контрольной по теме ""Уравнение теплового баланса"""
"История Украины";"повторить, что было на Украине во время Первой мировой"
"Всемирная история";"основные военные события 1917-18"
"Информатика (1)";"успевающим позволено отдохновение"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Алгебра ";"учебник с. 297 перерисовать в тетрадь таблицу 40<br />Мерзляк с. 95 № 141(четные), 143 и 160
"
"География ";"усвоять конспект и делать презентации, кому надо"
"Химия ";"готовиться к контрольной работе по галогенам"
"Физика ";" "
"Информатика (2)";"работающим быстро релаксировать позволено"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Геометрия ";"учебник № 140, 142"
"Допризывная подг. юношей";"зубрить звания и готовиться к практическим занятиям"
"Воен.-мед. подготовка";"см. выше"
"Укр. лит.";"сочинение ""Пошук ідеалів і проблема вибору у романі Панаса Мирного та Івана Білика ""Хіба ревуть воли, як ясла повні?"""""
"Биология ";"готовить тетради к проверке"
"Физика ";"    "
"Инф. технологии";"неуспевающим догонять план"
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Уроков нет";"Ибо ДЕНЬ ЛИЦЕЯ."
