"<span class=thead>Предмет</span>";"<span class=thead>Задание на 13-17 октября 2014</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Алгебра ";"домашняя самостоятельная работа (<a href=""https://dl.dropboxusercontent.com/u/26691654/ForDz/DSR_Algebra_na20141013.jpg"">задание см. тут</a>)"
"Геометрия ";"Литвиненко №415(а),368(а),408(а)"
"Укр. лит.";"Прочитати М.Хвильовий ""Я(романтика)"""
"Химия ";" Хомченко №16.8, 16.24, 16.25, 16.12"
"Физика ";"Савченко № 3.5.20(а,б), 3.5.21(а,б)"
"Астрономия ";" "
"Русский ";" "
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"История Украины";" "
"Мировая литература";" "
"Физика ";" "
"Английский ";" "
"Химия ";" "
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Биология ";" "
"Всемирная история";" "
"Алгебра ";" "
"Инф. технологии";"не будет"
"Информатика ";"готовиться к контрольной работе"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Физика ";" "
"Алгебра ";" "
"Биология ";" "
"Укр. язык";" "
"Геометрия ";" "
"Физический практикум";" "
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Физика ";" "
"Основы экономики";" "
"Укр. лит.";" "
"Защита Отечества";" "
"Английский ";" "
