"<span class=thead>Предмет</span>";"<span class=thead>Задание на 28-30 апреля 2014</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Физ.практикум ";"Пока что ничего"
"Русский ";"Досдать тетради с цитатами"
"Химия ";"Для Li,Na,K,Rb,Cs,Fr Записать в тетрадь 2 таблицы:""Строение атома"";""Физические свойства"";А также Учебник §20 №190-192,181,183(письменно)"
"Английский ";"делать WB"
"Алгебра ";"ВРЗА гл.3 №117,118,131,134,136,139"
"Геометрия ";"Лесенки 2 вариант №265-267,279;Готовиться к СР"
"Физика ";"Не задано, была КР"
"Всемирная история";"Конспектировать в тетрадь ""Мюнхенский зговор"";Читать §22-24"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Украинская литература";" Учить стихотворение"
"Мировая литература";"Готовить разбор персонажей по роману Чехова ""Вишневый сад"""
"Физика ";" Гельфгат №14.1, 14.2, 14.13, 14.40, 14.41"
"История Украины";"Конспектировать в тетрадь""Предприятия индустриализации"""
"Информатика (1)";" Делать C#"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Алгебра ";" ВРЗА №3.141(для графиков а-е);Лесенки с.43 №16"
"География ";"Готовить презентации дале по плану"
"Химия ";" Таблицы в конспект:""Общая характеристика элементов 2А группы"",""Характеристика Кальция по положению в ПС"",""Распространенность в природе элементов 2А группы""; А также ,читать в учебнике $21 №198-201(письменно)"
"Физика ";" "
"Информатика (2)";"Делать C#"
