"<span class=thead>Предмет</span>";"<span class=thead>Задание на 27-31 октября 2014</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Алгебра ";"делать дср"
"Геометрия ";"370 "
"Укр. лит.";" "
"Химия ";"готовиться к кр"
"Физика ";"Гончаренко пар 20-22, Гельфгат № 4.5, 4.6, 4.22-4.24"
"Астрономия ";" "
"Русский язык";" "
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"История Украины";" "
"Мировая литература";" "
"Физика ";" "
"Английский ";" "
"Химия ";" "
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Биология ";" "
"Всемирная история";" "
"Алгебра ";" "
"Инф. технологии";" "
"Информатика ";"как обычно"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Физика ";" "
"Алгебра ";" "
"Укр. язык";" "
"Геометрия ";" "
"Физический практикум";" "
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"День Лицея";" "
