"<span class=thead>Предмет</span>";"<span class=thead>Задание на 11-15 ноября</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Физ.практикум ";"готовиться к первой работе (подробнее см. <a href='/?p=phys'>здесь</a>)"
"Право ";"пар. 6"
"Химия ";"учить методы добычи кислорода!!! Березан № 14.21, 14.23, 14.25"
"Английский ";"SBP. 90-91, #7 (""What's new on the local scene..."") пересказывать, WBP. 96-97"
"Физика ";"конспект; Мякишев пар. 15 и 16 (не весь, а только до <b>кипения</b>);<br />Рымкевич № 544-548, 550"
"Алгебра ";"Галицкий (листок) № 13.101, 13.104, 13.110, 13.111, 13.121"
"Геометрия ";"учебник № 163, 164, 172"
"Русский ";"составить словарный диктант (24 с/с) на морфемный принцип в орфографии, повторить чередование в корнях"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Украинский ";"пар.6, упр. 78, 81, 82"
"Мировая литература";"читать Достоевского, готовить сочинение по реализму"
"Физика ";" "
"История Украины";"выписать определение ""снобизм"", тщательно вкурить пар. 12,13"
"Всемирная история";"законспектировать итоги Первой мировой (социально-экономические, культурные и проч.), усвоять пар. 8 и обобщение к теме №2"
"Информатика (1)";"отдохновенье тем, кто сделал все ужо"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Алгебра ";"   "
"География ";"пар. 16; презентации тем, кому надо"
"Химия ";"   "
"Физика ";"   "
"Информатика (2)";"кто все сделал, может спокойно жить"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Геометрия ";"   "
"Защита Отечества";"вообще чортъ разберетъ, что делать есмь надобно"
"Воен.-мед. ";"симметрично "
"Укр. лит.";"биография М. Старицкого, читать ""Облога Буші"""
"Биология ";"курить конспект и готовиться к гипотетическим покараниям (они всегда возможны есмь)"
"Физика ";"   "
"Инф.технологии ";"отдавайте долги, прежде чем поздно будет"
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Физ-ра ";"формально ничего не задают"
"Биология ";"   "
"Экономика ";"   "
"География ";"   "
"Алгебра ";"   "
"Английский ";"   "
