<span class=thead>Предмет</span>;<span class=thead>Задание на 2-6 февраля 2015</span>
<span class=ttl1>ПОНЕДЕЛЬНИК</span>;<hr />
Физика ;"Конспект; Гольдфарб №26.43, 26.52, 27.9, 27.12, 27.14"
Экология ;"реферат на тему ""История возникновения экологии"" на 16 февраля"
Укр. лит.;"вивчити напам’ять вірш одного з письменників іміграційної літератури, готуватись до диктанту по житті та творчості  Багряного (Лозов’ягіна) і Маланюка, писати твір на одну з тем:<ol><li>""Які гріхи спокутував Григорій Многогрішний?"" (за романом І.Багряного ""Тигролови"")</li><li>""Гнівний осуд тоталітарного режиму в романі І.Багряного ""Тигролови""""</li><li>""Про лицарську любов і жіноче серце"" (тема кохання в романі І.Багряного ""Тигролови"")</li></ol>законспектувати біографію О.Довженка, прочитати ""Україна в огні"""
Химия ;§21 №185-188, подготовиться к СР
Алгебра ;"подготовиться к КР;ДСР на двойных листочках (<a href=""https://pp.vk.me/c625325/v625325591/1b8a3/PUEB6JRFSHo.jpg"">условие</a>)"
Геометрия ;Литвиненко №291а, 292а, 295а 
Мировая литература;"Блок ""Незнакомка"" выучить, сделать презентации (кому задано)"
<span class=ttl1>ВТОРНИК</span>;<hr />
Человек и мир;Выписать материализм, идеализм, метафизика, диалектика
Всемирная История;Готовиться к контрольной работе по ФРГ и Франции
Физкультура ;не задано
Химия ;§22 №191, 192
Английский ;WB p 58-59 #4,5,6 MWB p 121 #11, синие слова на странице 59 в словарик
Мир.лит. ;готовить презентации(кому задано)
Физика ;Гольдфарб №27.3, 27.22, Гельфгат №8.42, 8.46, 8.47
<span class=ttl1>СРЕДА</span>;<hr />
Биология ;"Реферат ""Основные направления современной биотехнологии, трансгенные и химерные организмы"" написать до 16 февраля"
История Украины;Общественные неформальные организации в годы перестройки конспектировать (Товариство Лева, Українська Хельсинська група)
Алгебра ;повторить таблицу производных
Информатика ;делать программы далее по плану
Инф. технологии;не задано
<span class=ttl1>ЧЕТВЕРГ</span>;<hr />
Физика ;не задано
Алгебра ;учебник № 24.1, 24.3, 24.8
Биология ;"Реферат ""Основные направления современной биотехнологии, трансгенные и химерные организмы"" написать до 16 февраля; досдать реферат на тему:""Мутагенные факторы"""
Укр. язык;написати твір «Чому люди дуже часто не розуміють один одного»
Геометрия ;Литвиненко № 295(б), 294(а,б)
Физический практикум;готовиться к сдаче работ (первая группа)
<span class=ttl1>ПЯТНИЦА</span>;<hr />
Геометрия ;Литвиненко №292б, 307, 310а (найти уравнение плоскости, проходящей через точки, а не площадь)
Художественная культура;готовить доклады (кому задано)
Основы экономики;не задано
Укр.лит. ;"вивчити напам’ять вірш одного з письменників іміграційної літератури, готуватись до диктанту по житті та творчості  Багряного (Лозов’ягіна) і Маланюка, писати твір на одну з тем:<ol><li>""Які гріхи спокутував Григорій Многогрішний?"" (за романом І.Багряного ""Тигролови"")</li><li>""Гнівний осуд тоталітарного режиму в романі І.Багряного ""Тигролови""""</li><li>""Про лицарську любов і жіноче серце"" (тема кохання в романі І.Багряного ""Тигролови"")</li></ol>законспектувати біографію О.Довженка, прочитати ""Україна в огні"""
Защита Отечества;не задано
Физика ;"конспект; Бендриков (<a href=""http://rl.odessa.ua/media/_For_Liceistu/Physics/Bendrikov%20G.A.,%20i%20dr.%20Zadachi%20po%20fizike%20dlya%20postupayushchix%20v%20vuzy.%28343s%29.djvu"">скачать</a>) №1013, 1015-1018"
Английский ;W.b. p. 60-61, St.b. p 60 ознакомиться
