"<span class=thead>Предмет</span>";"<span class=thead>Задание на 16-21 февраля 2015</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Физика ";"конспект, Гончаренко § 54, 55; Гельфгат № 7.20-7.22, 7.37, 7.38; скачать <a href=""https://dl.dropboxusercontent.com/u/26691654/ForPhysrlTK/ДЗ по волновой оптике.pdf"">листок с заданием по волновой оптике</a>"
"Экология ";"реферат на тему ""История возникновения экологии"""
"Укр. лит.";"конспектувати біографію Василя Симоненка,вивчити напамять один з його віршів :""Я"" або ""Лебеді материнства"""
"Химия ";"не задано"
"Алгебра ";"ВРЗПА № 2.231-2.241 (нечетные), 2.72, 2.76"
"Геометрия ";"Литвиненко №291б,323(а,б),310б(к этому заданию сделать также:уравнение плоскости ABC,d(F(1,2,3);(ABC));Подготовиться к контрольной работе"
"Русский язык";"Упр. 113, 114"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Человек и мир";"охарактеризовать тоталитаризм наподобие того, как охарактеризовали демократический режим в классе"
"Всемирная История";"охарактеризовать Италию по плану"
"Физкультура ";"не задано"
"Химия ";" §23 №197-201"
"Английский ";"WB до 65,SB p.60"
"Мир.лит. ";"сдать ""Незнакомку"", еще один стих писателя Серебряного века и реферат, кому надо"
"Физика ";" конспект;Гончаренко §56,57;Гладкова(листочек) №1431,1432,1434,Гельфгат-11 №7.32,7.33"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Биология ";"Реферат ""Основные направления современной биотехнологии, трансгенные и химерные организмы"" написать"
"История Украины";"не задано"
"Алгебра ";" ВРЗПА №2. 77 ;2.85;2.94;2.248;2.249"
"Информатика ";"делать программы далее по плану"
"Инф. технологии";"не задано"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Физика ";" "
"Алгебра ";" "
"Биология ";" "
"Укр. язык";"не задано"
"Геометрия ";" "
"Физический практикум";"готовиться к сдаче работ (вторая группа)"
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Алгебра ";" "
"Художественная культура";"готовить доклады"
"Основы экономики";" "
"Укр.лит. ";" "
"Защита Отечества";"не задано"
"Физика ";" "
"Английский ";" "
