"<span class=thead>Предмет</span>";"<span class=thead>Задание на 6-10 октября 2014</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Алгебра ";"Учебник №11.23, 12.11, 12.13, 12.19(1)"
"Геометрия ";"учебник №320-322"
"Укр. лит.";"Микола Зеров ""Київ-традиція""; Максим Рильський ""Молюсь і вірю"", ""Солодкий світ""; Один з перерахованих віршів вивчити напамять"
"Химия ";"учебник №42-47"
"Физика ";"Графически сложить 3 колебания:<br />x<sub>1</sub>(t)=2sin(2πt)<br />x<sub>2</sub>(t)=3sin(4πt)<br />x<sub>3</sub>(t)=1.5sin(6πt)"
"Астрономия ";"Конспект;Климишин $4"
"Русский ";"Учебник №186,194 (подчеркнуть грамматическую основу, если односоставное, то определить тип предложения)"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"История Украины";"Хронологическая таблица Военных действий 1944 г.;<br />Выписать определение ""коллаборационизм"";<br />ДСР на двойных листочках: с.63 тесты, с.64 задание №1(уровень 4), с.65 задание №2(уровень 3), с.62 задание №2"
"Мировая литература";" "
"Физика ";" "
"Английский ";" "
"Химия ";" "
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Биология ";" "
"Всемирная история";" "
"Алгебра ";" "
"Инф. технологии";"не будет"
"Информатика ";"писать программы далее по плану"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Физика ";" "
"Алгебра ";" "
"Биология ";" "
"Укр. язык";" "
"Геометрия ";" "
"Физический практикум";"готовиться к лабораторной работе"
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Физика ";" "
"Основы экономики";" "
"Укр. лит.";" "
"Защита Отечества";" "
"Английский ";" "
