<span class=thead>Предмет</span>;<span class=thead>Задание на 17-21 ноября 2014</span>
<span class=ttl1>ПОНЕДЕЛЬНИК</span>;<hr />
Алгебра ;сделать дср
Геометрия ;конспект страница 143(рисунки), 446а, 447а
Укр. лит.; 
Химия ; 
Физика ; 
Астрономия ;конспект 
Русский ;Упражнение №104 (списать, вставить знаки препинания)
<span class=ttl1>ВТОРНИК</span>;<hr />
История Украины; 
Мировая литература; 
Физика ; 
Английский ; 
Химия ; 
<span class=ttl1>СРЕДА</span>;<hr />
Биология ; 
Всемирная история;
Физика ; 
Алгебра ; 
Инф. технологии;не будет
Информатика ;делать программы далее по плану
<span class=ttl1>ЧЕТВЕРГ</span>;<hr />
Физика ; 
Алгебра ; 
Биология ;"До конца ноября сдать реферат на тему:""Центры происхождения культурных растений и животных""(5 растений,2 животных)"
Укр. язык; 
Геометрия ; 
Физический практикум; 
<span class=ttl1>ПЯТНИЦА</span>;<hr />
Физика ; 
Основы экономики; 
Укр. лит.; 
Защита Отечества;не задано
Английский ; 
