"<span class=thead>Предмет</span>";"<span class=thead>Задание на 11-14 марта</span>"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Укр. лит.";"Леся Українка: ""Contra spem spero"" напам’ять; читати ""Лісова пісня"", ""І ти колись боролась, мов Ізраїль"", ""І все-таки до тебе думка лине"", ""To be or not to be"""
"Мировая литература";"готовить материалы по биографии и творчеству Оскара Уайльда"
"Физика ";"<b>конспект!!!</b><br />Рымкевич № 816, 817, 820"
"История Украины";"сделать конспект по атаманищине (все деятели)"
"Информатика (1)";"досдавать учебник"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Алгебра ";"домашняя самостоятельная (на том листике ПР №1 задания № 1, 2, 4, 7, 8а,б, 9а,б, 10, 12-14)"
"География ";"готовить презентацию, чья следующая."
"Химия ";"сделать конспект по карбонатной кислоте, карбонатам и гидрокарбонатам по учебнику и методичке;<br />готовиться к ПР (учебник с.96-97)"
"Физика ";"<b>конспект!!!</b><br />Гельфгат № 11.21-11.25"
"Информатика (2)";"заканчивать Паскаль"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Геометрия ";"записать в тетрадь и разобрать задачу в учебнике на с. 153-154; № 461, 463"
"Защита Отечества";"задания нет"
"Укр. лит.";"Леся Українка: ""Contra spem spero"" напам’ять, читати ""Хвиля"", ""Стояла я і слухала весну"", ""Все, все покинуть, до тебе полинуть"", ""Уста говорять: він навіки згинув"""
"Укр. яз.";"не задано (была самостоятельная)"
"Биология ";"понимать конспект"
"Физика ";"<b>разобрать то, что решали в классе!</b><br />Гельфгат № 11.26-11.28, 11.32, 11.33"
"Инф.технологии ";"сдавать работы по учебнику"
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Физ-ра ";"не задано"
"Экономика ";"досдать долги, в частности конспекты"
"Биология ";" "
"Худ.культура ";"готовить темы уроков, чья очередь приходит."
"Алгебра ";"Нелин (учебник) с. 151 № 1,2"
"Английский ";"SBP. 18-19, SBP. 109 (miniworkbook), WBP. 14-15"
