"<span class=thead>Предмет</span>";"<span class=thead>Задание на 27-30 октября 2014</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Алгебра ";"делать ДПР: правая часть — по группам, левая — по сложному распределению (<a href=""https://dl.dropboxusercontent.com/u/26691654/ForDZ/DPR_Algebra_na20141027.jpg"">задание</a>)"
"Геометрия ";"учебник № 370"
"Укр. лит.";"розбирати ""Подвійне коло"", ""Дитинство"", ""Шаланда в морі"" (Юрій Яновський ""Вершники"")"
"Химия ";"готовиться к контрольной работе по <a href=""https://dl.dropboxusercontent.com/u/26691654/ForDZ/PodgKR_Chem_na20141027.jpg"">листку</a>"
"Физика ";"Гончаренко § 20-22, Гельфгат № 4.5, 4.6, 4.22-4.24"
"Астрономия ";"конспект "
"Русский язык";"повторить однородные члены предложения: учебник упр. 101, 102"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"История Украины";"учебник § 10, конспектировать голод 1946-1947 гг., готовиться к самостоятельной работе"
"Мировая литература";"готовиться к обсуждению Булгакова, читать (перечитать) ""Мастер и Маргарита"""
"Физика ";" конспект!!!Гельфгат-11 №4.29-4.33;4.56"
"Английский ";"SBP. 36-37 текст, слова; SBP. 114-115 #5-7; WBP. 34-35"
"Химия ";" Не задано(была КР)"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Биология ";"написать скрещивание разноцветных попугаев и кроликов"
"Всемирная история";"читать в учебнике про США после войны (§ 6-8)"
"Алгебра ";" конспектировать с.154-155;№15.9,15.10,16.1-16.3,виписати властивості степеня з раціональним показником і властивості кореня n-ого степеня"
"Инф. технологии";"не будет"
"Информатика ";"как обычно"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Физика ";" конспект;Гончаренко §26;Гельфгат-11№4.30,4.35,4.41-4.43"
"Алгебра ";" №16.15,16.12,16.20,16.24(1-3)"
"Биология ";" написать скрещивание разноцветных попугаев и кроликов"
"Укр. язык";"впр. 84"
