"<span class=thead>Предмет</span>";"<span class=thead>Задание на 28-30 апреля 2014</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Физ.практикум ";"Пока что ничего"
"Русский ";"Досдать тетради с цитатами"
"Химия ";"Для Li,Na,K,Rb,Cs,Fr Записать в тетрадь 2 таблицы:""Строение атома"";""Физические свойства"";А также Учебник §20 №190-192(письменно)"
"Английский ";"делать WB"
"Алгебра ";"ВРЗА гл.3 №117,118,131,134,136,139"
"Геометрия ";"Лесенки 2 №265-267,279;Готовиться к СР"
"Физика ";"Не задано, была КР"
"Всемирная история";"Конспектировать в тетрадь ""Мюнхенский зговор"";Читать §22-24"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Украинская литература";" Учить стихотворение"
"Мировая литература";"Готовить разбор персонажей по роману Гоголя ""Вишневый сад"""
"Физика ";" "
"История Украины";"Конспектировать в тетрадь""Предприятия индустриализации"""
"Информатика (1)";" Делать C#"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Алгебра ";" "
"География ";"Готовить презентации дале по плану"
"Химия ";" "
"Физика ";" "
"Информатика (2)";"Делать C#"
