<span class=thead>Предмет</span>;<span class=thead>Задание на 29 сентября - 3 октября 2014</span>
<span class=ttl1>ПОНЕДЕЛЬНИК</span>;<hr />
Алгебра ;не задано
Геометрия ;учебник № 287, 304
Укр. лит.;писать биографию М.Хвильового, с. 74 читать
Химия ;учебник с.28-30 читать
Физика ;"конспект; Савченко № 3.3.11, 3.3.12, 3.3.28"
Астрономия ;конспект 
Русский ;упр. 142 (?)
<span class=ttl1>ВТОРНИК</span>;<hr />
Защита Отечества;готовиться к стрельбе
Мировая литература;готовиться к контрольной по Манну, Кафке, Джойсу и теории литературы
Физика ;
Английский ;WBP. 31, 32
Химия ;
<span class=ttl1>СРЕДА</span>;<hr />
Биология ;не задано
Всемирная история;конспектировать движение Сопротивления
Алгебра ; 
Инф. технологии;не будет
Информатика ;писать программы далее по плану
<span class=ttl1>ЧЕТВЕРГ</span>;<hr />
Физика ; 
Алгебра ; 
Биология ; 
Укр. язык;впр. 29
Геометрия ; 
Физический практикум;готовиться к лабораторной работе
<span class=ttl1>ПЯТНИЦА</span>;<hr />
День самоуправления;Одиннадцатиклассники сами ведут уроки у младших товарищей
