"<span class=thead>Предмет</span>";"<span class=thead>Задание на 6- 10 октября 2014</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Алгебра ";" №11.23,12.11,12.13,12.9(1)"
"Геометрия ";" №320-322"
"Укр. лит.";" Микола Зеров ""Київ-традиція"";Максим Рильський""Молюсь і вірю"",""Солодкий світ""Один з перерахованих віршів вивчити напамять"
"Химия ";" №42-47"
"Физика ";" Графически сложить 3 колебания:x1(t)=2*sin(2*PI*t);x2(t)=3*sin(4*PI*t);x3(t)=1.5*sin(6*PI*t)______________________x(t)=x1(t)+x2(t)+x3(t)"
"Астрономия ";" Конспект;Климишин $4"
"Русский ";" №186,194(подчеркнуть грамматическую основу,если односоставное,то определить тип предложения)"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"История Украины";" "
"Мировая литература";" "
"Физика ";" "
"Английский ";" "
"Химия ";" "
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Биология ";" "
"Всемирная история";" "
"Алгебра ";" "
"Инф. технологии";"не будет"
"Информатика ";"писать программы далее по плану"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Физика ";" "
"Алгебра ";" "
"Биология ";" "
"Укр. язык";" "
"Геометрия ";" "
"Физический практикум";"готовиться к лабораторной работе"
" ";" "
" ";" "
