"<span class=thead>Предмет</span>";"<span class=thead>Задание на 13-17 октября 2014</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Алгебра ";" "
"Геометрия ";" Литвиненко №415(а),368(а),408(а)"
"Укр. лит.";" Прочитати М.Хвильовий ""Я(романтика)"""
"Химия ";" Хомченко №16.8,16.24,16.25,16.12"
"Физика ";" 3.5.20(а),3.5.20(б),3.5.21(а),3.5.21(б)"
"Астрономия ";" конспект"
"Русский ";" №186,194(подчеркнуть грамматическую основу,определить тип предложения,если оно односоставное)"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"История Украины";" "
"Мировая литература";" "
"Физика ";" "
"Английский ";" "
"Химия ";" "
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Биология ";" "
"Всемирная история";" "
"Алгебра ";" "
"Инф. технологии";"не будет"
"Информатика ";"готовиться к контрольной работе"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Физика ";" "
"Алгебра ";" "
"Биология ";" "
"Укр. язык";" "
"Геометрия ";" "
"Физический практикум";" "
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Физика ";" "
"Основы экономики";" "
"Укр. лит.";" "
"Защита Отечества";" "
"Английский ";" "
