"<span class=thead>Предмет</span>";"<span class=thead>Задание на 4-8 ноября</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Физ.практикум ";"отдельного задания в любом случае нет"
"Право ";"пар. 5,6"
"Химия ";"ничего не задано (была КР)"
"Английский ";" "
"Физика ";"не задано (был тест)"
"Алгебра ";"повторять формулы тригонометрии, правила приведения<br />изобразить самостоятельно на листе тригонометрическую окружность, отметить на ней основные углы с их синусами/косинусами и еще одну для тангенсов/котангенесов (на другой стороне)<br />исполнить ДЗ, кое на листике было дано"
"Геометрия ";"повторять стереометрию, разбирать <a href='https://dl.dropboxusercontent.com/u/26691654/ForPhysrlTk/Voprosy%20k%20zachetu_ekzamenu%20po%20geometrii%20%28dek%202013%29.pdf'>вопросы к зачету/экзамену</a>"
"Русский ";"   "
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Украинский ";"вроде как ничего (была контрольная)"
"Мировая литература";"готовиться к окончанию ""Красного и черного"" (в т.ч. сочинению), а также читать Достоевского (""Преступление и наказание"")"
"Физика ";" "
"История Украины";"писать об украинских  сечевых стрельцах - кто организовал, где воевали и проч."
"Всемирная история";"повторять ход Первой мировой"
"Информатика (1)";"отдохновенье тем, кто сделал все ужо"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Алгебра ";"   "
"География ";"ничего (была ПР)"
"Химия ";"   "
"Физика ";"   "
"Информатика (2)";"кто все сделал, может спокойно жить"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Геометрия ";"   "
"Защита Отечества";"возможно, начнется практика"
"Воен.-мед. ";"и им то же"
"Укр. лит.";"досдать сочинения, готовиться к Карпенко-Карому"
"Биология ";"синяя тетрадь с. 5-27 и ПР №1,2<br />по учебнику готовить вопросы после параграфов 1-10 (из них составляется контрольная)"
"Физика ";"   "
"Инф.технологии ";"отдавайте долги, прежде чем поздно будет"
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Физ-ра ";"формально ничего не задают"
"Биология ";"синяя тетрадь с. 5-27 и ПР №1,2<br />по учебнику готовить вопросы после параграфов 1-10 (из них составляется контрольная)"
"Экономика ";"повторить весь конспект, нового не надо"
"География ";"   "
"Алгебра ";"   "
"Английский ";"   "
