"<span class=thead>Предмет</span>";"<span class=thead>Задание на 14-17 апреля 2015</span>"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Человек и мир";"готовиться к контрольной работе (социум, социальная мобильность, теория социальной стратификации, политические режимы)"
"История Украины";"готовиться к контрольной по теме ""Перестройка"""
"Всемирная история";"конспектировать либерализацию Китая"
"Геометрия ";"не задано"
"Химия ";"§ 31, дописать цепочку превращений, начатую в классе, № 268, 269, 271, 272"
"Английский ";"prepare SBP. 73"
"Мир.лит. ";"читать Камю ""Посторонний"""
"Физика ";"Гончаренко § 80, Гельфгат № 14.26-14.31"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Биология ";"читать конспект"
"История Украины";"подготовиться к контрольной по перестройке, негативные явления при получении независимости Украины конспектировать"
"Алгебра ";"учебник № 30.26, 31.11, 31.14, 32.12, 32.13, 33.5; подготовиться к самостоятельной работе по теории вероятности"
"Информатика ";"не будет"
"Инф. технологии";"сделать 5 и 6 презентации"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Физика ";"конспект, Гончаренко § 81; Гельфгат № 14.31-14.36"
"Алгебра ";"сделать ДСР в тетради"
"Биология ";"читать конспект"
"Украинский язык";"написати відгук на телепередачу"
"Геометрия ";"учебник № 735, 760"
"Физический практикум";"готовиться к выполнению или сдаче работ"
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Алгебра ";" не задано(была кр)"
"Художественная культура";"готовить доклады"
"Основы экономики";"готовить доклады и присылать на электронную почту"
"Укр.лит. ";"готувати біографію та твори Григора Тютюнника"
"Защита Отечества";"не задано"
"Физика ";" "
"Английский ";"SBP. 74 words, SBP. 127 #7"
